username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,vandal
Pozmi,1,1,1,1,1,1,1,0,1,1,0,1,0
Adamtaylor,0,0,0,0,0,1,1,0,0,1,0,0,1
ReIntegration,0,0,1,1,1,1,0,0,1,1,0,1,0
Ebz212,0,0,0,0,0,1,1,0,0,1,1,0,1
XFNz,0,0,0,0,0,0,0,0,0,0,0,0,1
DoucheMagouche,0,0,0,0,0,1,1,0,0,1,0,0,1
Juliasmexicangrill,0,0,0,0,0,0,0,0,0,0,0,0,1
Edithsim,1,0,1,1,1,0,0,0,1,1,0,1,0
Tillyframpton,0,0,0,0,0,0,0,0,0,0,0,0,1
Madradish,1,1,1,0,0,0,1,0,1,0,0,0,0
Tybalt130135,0,0,0,1,1,1,1,0,0,1,0,0,1
CHIBUEZE-AKA,1,0,0,0,0,0,1,0,1,0,0,1,0
Codygeorgia,0,0,0,1,1,0,0,0,0,1,0,0,1
CurtismagnusA,0,0,0,0,0,1,0,0,0,1,0,0,1
Rileywinkle,1,0,1,0,0,0,1,0,1,0,0,1,0
SonicSonic642,0,0,1,1,0,1,1,0,1,1,1,0,1
Abos in paris,0,0,0,0,0,1,1,0,0,1,0,0,1
Joy prokash roy,0,0,0,0,0,0,0,0,0,0,0,0,0
KieranChester,0,0,0,1,0,0,0,0,0,1,0,0,1
SAUDES,1,1,1,1,1,1,1,0,1,1,1,0,0
Olwowaqneu,0,0,0,0,0,0,0,0,0,0,0,0,1
Adamzantac,0,0,1,0,0,0,0,0,1,0,0,1,0
Theamazingbutterman,1,0,0,0,0,0,0,0,1,0,0,1,0
Alireza Pakzamir,1,0,1,0,0,0,1,0,1,0,0,1,0
Hottie1011,0,0,0,1,0,1,1,0,0,1,0,0,1
Barryhines123,0,0,0,0,0,0,0,0,0,0,0,0,1
Avilasus,1,0,0,0,0,0,0,0,1,0,0,1,0
Bionisam,0,0,0,0,0,1,1,0,0,1,0,0,0
Spiderguy55555,0,0,0,0,0,0,0,0,0,0,1,0,0
Pohmania,0,0,0,0,0,1,0,0,0,1,0,0,1
Priya jain1002001,0,0,1,0,1,1,0,0,1,1,0,0,1
Gareth1504,1,1,1,0,0,0,1,0,1,0,0,1,0
Wangdue,0,1,0,0,0,0,0,0,1,0,0,0,0
DD Khera,1,0,1,1,1,1,1,0,1,1,0,1,0
Xrapz123,0,0,0,0,0,0,0,0,0,0,0,1,0
Kingrossii,0,1,0,0,0,1,0,0,1,1,1,0,1
Hronro,1,1,1,0,0,0,1,0,1,0,0,1,0
TAMILAN MARIMUTHU MANI,1,0,1,0,0,0,1,0,1,0,0,1,0
TheProtoss98,0,0,0,0,0,0,0,0,0,0,0,0,1
Troutbum898,1,1,1,1,1,1,0,0,1,1,0,0,0
Juwfarce,0,0,0,0,0,1,0,0,0,1,0,0,1
Changerpass,0,0,0,0,0,1,0,0,0,1,0,0,1
Cedarfalls,0,1,0,0,0,0,0,0,1,0,0,1,0
Jamain Gordon,0,0,0,0,0,0,0,0,0,0,0,1,0
Grandmachile,1,0,0,1,1,1,1,0,1,1,1,0,0
Blue Raspberry Wikipedian,1,1,1,0,0,0,1,0,1,0,1,1,0
Osamabin7,0,0,0,1,0,1,0,0,0,1,0,0,1
Dubie6910,0,0,0,1,0,1,1,0,0,1,0,0,1
Mattbroadhead,0,1,1,1,1,1,1,0,1,1,0,0,0
Leslie Fields,0,1,1,1,1,0,1,1,1,1,1,1,0
StaccaP,1,1,1,1,0,0,1,0,1,1,0,1,0
DavenportM,1,1,1,1,0,0,1,0,1,1,0,1,0
TheTruthOfTheUniverse,0,0,0,0,0,1,1,0,0,1,0,0,1
Trollin98,0,0,0,0,0,0,0,0,0,0,0,0,1
Fartotron,0,0,0,1,0,1,1,0,0,1,0,0,1
Jjjjjjj1,0,0,0,0,0,0,0,0,0,0,0,0,1
Timster1233,0,0,0,0,0,1,0,0,0,1,0,0,1
FabulousElva,0,0,0,1,0,1,1,0,0,1,0,0,0
OldOwl1872,0,0,0,1,1,1,1,0,0,1,0,0,0
Arleigh16,0,0,0,1,1,1,1,1,0,1,1,1,0
TheHerobrine,0,0,0,0,1,0,0,0,0,1,0,0,1
Love sunshine123,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yfi.tdtd,igfilhdy",0,0,0,1,0,1,1,0,0,1,0,0,1
Bunnygirl18857,0,0,0,0,0,0,0,0,0,0,0,0,1
Cooldudeman399,0,0,0,1,0,1,1,0,0,1,0,0,1
Eman34568764835678453,0,0,0,1,0,1,0,0,0,1,0,0,1
Trayawesome,0,0,0,0,0,0,0,0,0,0,0,0,1
VictorDiaz619,0,0,0,0,0,1,1,0,0,1,1,0,1
Wikifind123,1,1,1,0,0,0,0,0,1,0,0,1,0
ViaJFK,0,0,0,1,1,0,0,0,0,1,0,0,0
DragonZMP,0,0,0,0,0,0,0,0,0,0,0,0,1
Joshdaniello,1,1,0,1,1,0,0,0,1,1,0,1,0
Jace113,0,0,0,0,0,1,1,0,0,1,0,0,1
Cyprianradomyski,0,1,0,0,0,0,0,0,1,0,0,1,0
Unicin,0,0,0,1,0,1,1,0,0,1,0,0,1
Theguy3337,0,0,0,1,0,1,1,0,0,1,0,0,1
Kurt Artindagi,1,1,1,0,0,0,1,0,1,0,0,1,0
Lilxxxwill,0,0,0,1,0,1,1,0,0,1,0,0,1
Robobaby41,0,0,0,1,0,1,1,0,0,1,0,0,1
SOSHIOT9,1,1,1,1,0,1,1,0,1,1,0,1,0
Trustydick,0,0,0,1,0,0,0,0,0,1,0,0,1
LunaFaye13,1,1,0,0,0,0,0,0,1,0,0,1,0
Siwomiel,0,0,1,0,0,0,0,0,1,0,0,1,0
Tcs46,0,1,0,0,0,0,0,0,1,0,0,0,0
DrDavid101,0,0,0,1,0,1,1,0,0,1,0,0,1
I wov wemons,0,0,0,0,0,1,1,0,0,1,0,0,1
Tupac Eazy-E Niga,1,0,1,0,0,0,1,0,1,0,0,1,1
RickyStevens18,0,0,0,0,0,0,0,0,0,0,0,0,0
Jillianlj87,0,1,1,1,1,1,1,0,1,1,0,0,0
Morganclem,1,1,1,1,1,1,1,0,1,1,1,1,0
FookBot,0,0,0,0,0,0,0,0,0,0,0,0,1
Leslie Joy Nagagor,1,0,1,1,0,1,1,0,1,1,0,0,0
Justintime546,1,0,1,0,0,0,1,0,1,0,0,0,1
Lolderp,0,0,0,0,0,0,0,0,0,0,0,0,1
MRPOTATOHEAD23,0,0,0,0,0,1,0,0,0,1,0,0,1
Jackbadman123,0,0,0,1,0,1,1,0,0,1,0,0,1
SeahawksFan1,0,0,0,1,1,0,0,0,0,1,0,0,1
Asafril,0,0,0,0,0,0,0,0,0,0,0,1,0
Abcmaxx,1,1,1,1,1,1,1,1,1,1,1,0,0
Smileythepi2,0,0,0,0,0,0,0,0,0,0,0,0,1
Gybigybigybi Lalalalaaaa,0,0,0,0,0,1,1,0,0,1,0,0,0
Groshi chongroju,1,1,1,0,0,0,1,0,1,0,0,1,0
Humphybobsnake1,0,0,0,1,0,0,0,0,0,1,0,0,1
LGBTQIA,0,0,0,0,1,1,1,0,0,1,0,0,0
Fapper13,0,0,0,1,0,1,1,0,0,1,0,0,1
LocalTimes77,0,0,0,0,0,0,0,0,0,0,0,1,0
Riazub,0,1,1,0,1,0,0,0,1,1,0,0,0
Lapeople22,0,1,0,0,0,1,0,0,1,1,0,0,1
MTWikipedian,0,0,0,0,0,1,0,0,0,1,0,0,0
WikiV23,0,0,0,1,0,1,1,0,0,1,0,0,1
Volcanofan101,0,0,0,0,0,1,1,0,0,1,0,0,1
Austic1,0,0,1,0,0,0,1,0,1,0,0,1,0
Ngtechmongolia,0,0,1,0,0,0,1,0,1,0,0,1,0
Knexman427,0,0,0,1,0,1,1,0,0,1,0,0,1
Msrajjc2,1,1,1,0,0,0,1,0,1,0,0,1,0
Sexbug,0,0,0,0,0,0,0,0,0,0,0,0,1
Zombibrat,0,0,0,0,0,0,0,0,0,0,0,1,0
Nickalvero,0,0,0,0,0,0,0,0,0,0,1,1,1
Dawgs29,0,0,0,1,0,1,0,0,0,1,0,0,1
Joker407,0,0,1,0,0,0,0,0,1,0,1,1,0
Iminvinsable22,0,0,0,1,0,1,1,0,0,1,0,0,1
Zak3k,0,0,0,1,0,0,0,0,0,1,1,0,1
Thibaultgoyvaerts,0,0,0,1,0,1,1,0,0,1,0,0,1
John grinham,0,0,0,1,0,0,0,0,0,1,0,0,1
Bypadster,0,0,0,0,0,0,0,1,0,0,0,0,0
Calcutecs,0,0,0,0,0,1,0,0,0,1,0,0,0
Sannybear,1,1,1,0,0,1,1,0,1,1,1,1,0
Starlighttango,1,0,1,0,0,0,1,0,1,0,0,1,0
Socialismorcomfychairs,0,0,0,0,1,0,0,0,0,1,0,0,1
Mitchs98,0,0,0,0,0,0,0,0,0,0,0,0,0
RhysL1234,0,0,0,1,0,1,1,0,0,1,0,0,1
AgentSmitherson,0,0,0,0,0,1,0,0,0,1,0,0,1
Leeber2013,0,0,1,1,0,1,1,0,1,1,0,0,1
RS GOWDRU,1,1,1,0,0,0,1,0,1,0,0,1,0
Swaggiee,0,0,0,0,0,0,0,0,0,0,0,0,1
Elip Lepi,0,0,0,0,0,0,0,0,0,0,0,1,0
Roymz,1,1,0,0,0,0,0,0,1,0,0,0,1
Macarthurisafalseteacher,0,1,0,0,0,1,1,0,1,1,0,0,1
Feedmeplz,0,0,0,1,0,0,0,0,0,1,0,0,1
Mohammad Amir Malik,1,1,1,0,0,0,1,0,1,0,0,1,0
Tahammond,1,0,0,1,1,1,1,0,1,1,0,1,0
Butefraim22,0,0,0,1,1,0,0,0,0,1,0,0,1
Drrainbowhat,0,0,0,0,1,0,0,0,0,1,0,0,1
Rhhafiz,0,0,0,1,0,0,0,0,0,1,0,0,0
Willb2107,0,0,0,1,0,1,1,0,0,1,0,0,1
Elliot.shambeau,0,0,0,0,0,1,1,0,0,1,0,0,1
Amesdeutsch,1,1,1,1,0,0,1,0,1,1,0,1,0
Shravandav2000,1,0,1,0,0,0,1,0,1,0,0,1,0
Physorg 2013,1,1,1,0,0,1,1,0,1,1,0,1,0
Liberty Pedia,1,1,1,1,1,1,1,0,1,1,1,1,0
Ukie214,0,0,0,0,0,1,1,0,0,1,0,0,1
Subhu1961,1,1,1,0,0,0,1,0,1,0,0,1,0
VascoLSN,0,0,0,0,0,1,1,0,0,1,0,1,1
Abhi8421,0,0,0,0,0,1,1,0,0,1,0,0,1
Salman sharkar,1,0,0,0,0,0,0,0,1,0,0,1,0
MagnusWestin,0,1,0,0,0,0,0,0,1,0,0,1,0
Teena Johnson111,0,0,0,1,0,1,0,0,0,1,0,0,0
Troller 22,0,0,0,0,0,1,1,0,0,1,0,0,1
Michael May II,0,0,0,0,0,1,1,0,0,1,0,1,0
Raven Ind,0,0,0,0,1,1,0,0,0,1,0,0,0
RagnarokDreamer,0,0,0,0,0,1,1,0,0,1,0,1,1
Saxophire,0,0,0,0,0,0,0,0,0,0,0,0,0
Erasmusdapimpin,0,0,0,0,0,0,0,0,0,0,0,0,1
Shriram1212,0,0,0,0,1,0,0,0,0,1,0,0,0
Madmanad15,0,0,1,0,0,1,0,0,1,1,0,0,1
Manibharathi Actor,1,0,1,0,0,1,1,0,1,1,0,1,0
Alan florencia,1,1,1,0,0,0,1,0,1,0,0,1,0
Tbismonte0127,0,0,0,0,1,1,1,0,0,1,1,0,1
MakeYhz1221,0,0,0,0,0,0,0,0,0,0,0,1,1
Verrdeno,1,0,0,0,0,0,0,0,1,0,1,0,0
"Seuss, Doctor",0,0,0,1,0,1,1,0,0,1,0,0,1
SPSpyro,0,0,0,0,0,1,0,0,0,1,0,0,1
Parashar Dhapola,1,1,0,0,1,1,1,0,1,1,0,1,0
Kelly0327,1,1,1,0,0,1,1,0,1,1,0,1,0
Cena101102,0,0,0,0,0,1,1,0,0,1,0,0,1
TrishLevey,0,1,0,0,0,0,0,0,1,0,0,1,0
DaffydLandegge,1,0,1,0,0,0,1,0,1,0,0,1,0
Sixtuskev,0,0,0,1,1,1,1,1,0,1,1,0,0
Crappying,0,0,0,0,0,0,0,0,0,0,0,0,1
JacobKhouri,1,1,1,1,1,1,1,0,1,1,0,0,0
Luckeckt,0,0,0,0,0,1,0,0,0,1,0,1,0
JoeAlfa,1,0,0,0,0,0,0,0,1,0,0,1,0
Darth4212,0,0,0,0,0,0,0,0,0,0,0,0,1
Nadeemzangi,1,0,0,1,1,1,1,0,1,1,0,0,0
Phuedx,1,1,1,0,1,0,0,0,1,1,0,0,0
Dumbfuxxor4,1,0,1,0,0,0,1,0,1,0,0,0,1
Dsk123,1,1,0,0,0,0,0,0,1,0,0,1,0
Frogdick69,0,0,0,1,0,1,0,0,0,1,0,0,1
Ddllds,0,0,1,0,0,0,0,0,1,0,0,1,1
Sachinjangra0,0,1,1,1,1,1,1,0,1,1,1,1,0
Johnjohn289,0,0,0,1,1,1,1,0,0,1,0,0,1
GarethGriffiths79,1,0,1,0,0,0,0,0,1,0,0,1,0
L00naTiCtAc,0,0,0,1,0,1,0,0,0,1,0,0,1
Hukduck,0,0,0,0,0,0,0,0,0,0,0,0,1
Derekmagalong17,0,0,0,1,0,1,1,0,0,1,0,0,1
Fernand.braudel,0,1,1,0,1,1,0,0,1,1,0,0,0
Shanon300,0,0,0,1,0,1,1,0,0,1,1,0,1
Jkgiesler,1,1,1,1,1,1,1,0,1,1,0,1,0
Aygulbaygazieva,0,0,0,0,0,1,0,0,0,1,0,1,0
Honey Boo Boo AKA Jesus,0,0,0,0,0,1,1,0,0,1,0,0,1
IamAlexanderD,0,0,0,0,0,0,0,0,0,0,0,0,1
AzLadyGeek,0,0,0,1,0,1,1,0,0,1,0,0,0
Leshnavoka,0,0,1,0,0,0,1,0,1,0,0,1,1
Fred168,0,0,0,0,0,1,0,0,0,1,0,1,0
Srichardson22,0,0,0,0,0,1,1,0,0,1,0,0,0
QWERTyuiop12345,0,0,0,1,1,1,0,0,0,1,0,0,1
Bignumnum5,0,0,0,0,0,0,0,0,0,0,0,0,1
Milkyum5,0,0,0,0,1,1,1,0,0,1,1,0,0
Saturntheband,0,0,0,0,0,0,0,0,0,0,0,1,0
Urstupidx99,0,0,0,0,0,0,0,0,0,0,0,0,1
Nimptsch3,1,1,1,1,1,1,1,0,1,1,1,0,0
Sh.Nizar,0,1,1,0,0,0,0,0,1,0,0,1,0
Rajaram.deal,0,1,0,0,0,0,0,0,1,0,0,1,0
Llllaaaaammmmaaaa,0,0,1,0,0,0,0,0,1,0,0,0,1
Ajay the known,0,1,1,0,0,0,1,0,1,0,0,1,0
PurpleZebra64,0,0,0,0,0,1,1,0,0,1,0,0,1
Dmclaughlin1,0,0,1,0,0,0,1,0,1,0,0,1,0
Wwwwwwwwnadadad,0,0,0,0,0,1,0,0,0,1,0,0,1
Sue-ann oswald,0,1,0,0,0,0,0,0,1,0,0,1,0
Tradoowdiova,1,0,0,0,0,0,0,0,1,0,0,1,0
Nickk112,0,0,0,1,1,1,1,0,0,1,0,0,1
Strachan1988,0,0,0,1,0,0,0,0,0,1,0,0,1
JuliaCousinsky,0,0,1,1,1,1,1,0,1,1,0,0,0
YOLOFROYO,0,0,0,1,0,0,0,0,0,1,0,0,1
LazyLand games,1,1,1,0,0,0,1,0,1,0,0,1,0
Netogangod,0,0,0,1,0,0,0,0,0,1,0,0,1
SUPERTROLLZ101,0,0,0,0,0,0,0,0,0,0,0,0,1
Algin Requilman,1,1,1,1,1,1,1,0,1,1,1,0,1
Goodboy4389,0,0,0,0,0,1,1,0,0,1,0,0,1
Blondie07,0,0,0,1,0,0,1,0,0,1,0,0,1
NoseboR haoN,1,0,0,1,1,0,0,1,1,1,0,1,1
Plsstahp,1,0,1,0,0,1,1,0,1,1,0,1,1
Archlinux,0,0,1,1,0,1,0,0,1,1,1,0,0
HOA Monitor,1,1,1,1,1,1,1,0,1,1,1,0,0
JenTintheD,0,0,0,0,0,0,0,0,0,0,0,0,0
Hehebillson,0,0,0,1,1,1,1,0,0,1,0,0,1
Halo4Beta Reborn,0,0,0,1,0,0,0,0,0,1,0,0,1
Duslai99,0,0,0,0,0,1,0,0,0,1,0,0,1
Tripbee,0,0,0,1,1,1,1,0,0,1,1,0,0
Curamach,1,0,1,1,0,1,1,0,1,1,0,1,0
Chrismer25,0,0,1,0,0,0,1,0,1,0,0,1,0
BANANA-MAN-person,0,0,0,0,0,0,0,0,0,0,0,0,1
Doom Oo7,0,0,1,0,0,0,1,0,1,0,0,1,0
Cqwertyusdsc,0,0,0,0,0,1,0,0,0,1,0,0,1
We Fight In The Trenches,0,0,0,1,0,1,1,0,0,1,0,1,1
Hammy603,0,0,0,0,0,0,0,0,0,0,0,0,0
KMacklin14,0,0,0,1,0,0,0,0,0,1,0,0,1
Brarock AddockK,0,0,0,1,0,1,1,0,0,1,0,0,0
Yesweus1,0,0,0,1,0,0,0,0,0,1,0,0,1
CarlaKat,1,0,0,1,0,1,0,0,1,1,1,1,0
GoogleYou,0,0,0,0,0,1,1,0,0,1,0,0,1
Gagehen,1,1,1,0,0,0,1,0,1,0,0,1,0
Monkeylove49281672939494827266,0,0,0,1,0,0,0,0,0,1,0,0,1
John Mortimore,1,1,1,1,1,1,1,1,1,1,1,0,0
Nathan47,0,0,0,0,1,1,1,1,0,1,0,0,0
Akatiran,0,1,1,0,1,0,0,0,1,1,0,1,0
PewDiePie23,1,1,1,0,0,0,1,0,1,0,0,1,1
Icedude7,0,0,0,1,1,1,1,0,0,1,1,0,1
David portelli,1,0,0,0,0,0,0,0,1,0,0,1,0
Redlichking3,0,0,0,1,0,1,1,0,0,1,0,0,1
Ariat,0,0,0,0,0,0,0,0,0,0,0,1,1
Swhishboy,0,0,0,1,0,1,1,0,0,1,0,0,1
Kaitlyncottrell,1,1,1,1,1,1,1,0,1,1,0,1,0
Daveyjones121,0,1,0,0,0,1,1,0,1,1,0,0,1
DylanJG,0,0,0,0,0,1,1,0,0,1,0,0,1
Leo howard 23457,0,0,0,0,0,1,1,0,0,1,0,0,1
Gigaparsec,0,0,1,1,1,1,1,0,1,1,0,1,0
Bucky12345,0,0,0,0,1,1,0,0,0,1,0,0,1
Ralphiegreen,0,0,1,0,0,0,1,0,1,0,0,1,0
Onixgh,0,0,0,1,1,1,1,0,0,1,0,0,1
M3TAT3RR0R,0,0,0,1,0,1,1,0,0,1,1,0,1
Ellyerin25,0,0,0,0,0,1,1,0,0,1,0,0,1
Oom1ngmach5,0,0,0,0,0,1,0,0,0,1,0,0,1
Rtfwiki,0,0,1,0,0,0,1,0,1,0,0,0,0
Mona osman blil,0,0,1,0,0,0,0,0,1,0,0,1,0
Markus.c.watson,0,0,1,1,1,1,1,0,1,1,0,0,0
Jakemonkey22,0,0,0,1,0,1,1,0,0,1,0,0,1
Sharif Wahba,0,1,1,0,0,0,0,0,1,0,0,1,0
WikiHelper2134,1,0,1,1,1,1,1,1,1,1,1,0,0
Mdilmir melb,1,1,1,1,0,1,1,1,1,1,0,1,0
Im too hot 1234,0,1,1,0,0,0,0,0,1,0,0,1,0
Maihcilj2014,0,0,1,0,0,0,0,0,1,0,0,1,1
AMAYSS,1,1,1,0,0,0,1,0,1,0,0,1,0
Westhamfan21,0,0,0,0,0,1,1,0,0,1,0,0,1
Codekman,0,1,1,0,0,0,1,0,1,0,0,1,0
Indrek1005,0,0,0,0,1,0,0,0,0,1,0,0,1
Ray Spiller,0,0,0,1,0,1,0,0,0,1,0,1,0
Bossman2525,0,0,0,0,0,1,1,0,0,1,0,0,1
Dr hakan ergun,1,1,1,0,0,0,0,0,1,0,0,1,0
Mr. Doot,0,0,0,0,0,1,1,0,0,1,0,1,1
Miller5108,1,1,1,0,0,0,1,0,1,0,0,1,0
Hollomandious,1,0,1,0,0,0,0,0,1,0,0,1,0
YouAin'tGoinToDisneyWorld,0,0,0,0,0,1,0,0,0,1,0,0,1
HawkSteven,1,1,1,0,0,1,1,0,1,1,0,0,0
SoftFeta,1,1,1,0,0,1,1,0,1,1,1,1,0
McCarthy Music,1,1,1,0,0,0,1,0,1,0,0,1,0
TenebrisCaelo,0,1,1,0,0,0,0,0,1,0,0,1,0
Tina C Chicago,0,0,1,1,0,0,1,0,1,1,0,0,0
Ladytez,1,1,1,1,1,1,1,1,1,1,1,0,0
Cmb2217,0,1,1,0,0,0,0,0,1,0,0,1,0
FlyLikeS87,1,0,0,0,0,0,0,0,1,0,0,1,0
Cfrede,1,1,1,1,1,0,1,0,1,1,0,0,0
Bethcataldo,1,0,1,0,0,0,1,0,1,0,0,1,0
Wadala Cha Samrat,1,0,0,0,0,0,0,0,1,0,0,1,0
Prubbens,0,0,1,0,0,1,0,0,1,1,1,0,0
Simba2014,0,0,0,1,0,1,1,0,0,1,0,0,0
FreakingBarbarians,0,0,1,0,0,0,1,0,1,0,0,1,0
Katiewalti,0,0,0,0,0,0,0,0,0,0,0,1,1
Musa Rikhotso,0,0,1,0,0,0,1,0,1,0,0,1,0
Zz205joseph,0,0,0,0,0,1,0,0,0,1,0,0,1
Chicken5000,0,0,0,0,0,0,0,0,0,0,0,0,1
Ginoonig,0,0,0,1,0,1,1,0,0,1,0,0,1
Tung,0,1,1,1,1,1,1,0,1,1,1,0,0
NinjaCookCafe,0,0,0,0,0,0,0,0,0,0,0,1,1
Mindless behavior123,0,0,0,0,0,0,0,0,0,0,0,0,0
Jfblondet,0,1,1,1,1,0,1,0,1,1,0,1,0
Azhure9,0,0,1,1,1,1,1,0,1,1,0,1,0
Starabhivyakti,0,0,0,0,0,0,0,0,0,0,0,0,0
Meowlivermix21,0,0,0,1,0,1,0,0,0,1,0,0,0
Llewohsemaj,0,0,0,0,0,1,0,0,0,1,0,0,0
Gre Galust,1,1,1,0,0,0,1,0,1,0,0,1,0
Arikra,1,1,1,0,0,0,1,0,1,0,0,1,0
Mahmud219,1,0,1,0,0,0,1,0,1,0,0,1,0
Infernal Demon,1,0,1,1,0,1,1,0,1,1,0,0,0
Zan457,0,0,0,0,0,0,0,0,0,0,0,0,1
Bearcat223,1,1,1,0,0,1,1,0,1,1,0,1,0
Zetherstone,1,1,1,0,0,0,0,0,1,0,0,1,0
Jayasimha KR,0,1,1,0,0,0,1,0,1,0,0,1,0
Bjaffe10,0,0,0,0,0,0,0,0,0,0,0,1,0
MR Fat piglly iglly,0,0,1,0,0,0,0,0,1,0,0,1,1
I'm that editor,0,0,0,0,0,1,0,0,0,1,0,0,1
Ppelletier,1,1,1,1,1,1,1,0,1,1,1,1,0
Tickkle,0,1,0,0,0,1,1,0,1,1,0,0,0
Cockapiddle,0,0,0,0,0,1,1,0,0,1,0,0,1
Franzilin Dibilin 259952,0,0,0,0,0,1,1,0,0,1,0,0,1
Lincolnspencer,1,1,1,0,0,0,1,0,1,0,0,1,0
TheScouseAssassin,0,1,1,0,0,1,1,0,1,1,0,1,1
Stan powers,0,1,0,0,0,0,0,0,1,0,0,1,0
Potatoman999,0,0,0,0,0,1,1,0,0,1,0,0,1
TheACShow,1,1,1,0,0,0,1,0,1,0,0,1,0
Crosby go,0,0,0,1,0,0,1,0,0,1,0,0,1
Agnajeden,0,0,1,0,0,0,0,0,1,0,0,1,0
Swawa,1,1,1,1,1,0,0,0,1,1,0,1,0
Garyfindlow82,0,0,1,0,0,0,1,0,1,0,0,1,0
Khan 129,1,1,1,1,0,1,1,0,1,1,0,1,0
CHeyekneez,0,0,0,0,0,0,0,0,0,0,0,0,0
TrueOne99,0,0,0,0,0,0,0,0,0,0,0,1,1
IssyTaiwo,0,1,0,0,0,0,0,0,1,0,0,1,0
Editorfun,1,0,0,1,1,1,1,0,1,1,1,1,0
Wipsoff,1,1,1,1,0,1,1,0,1,1,0,1,1
Sotoodehy,0,0,1,0,0,0,1,0,1,0,0,1,0
Zman2748,0,0,0,0,0,1,1,0,0,1,0,0,1
Alexg1993,0,0,0,1,0,0,0,0,0,1,0,0,1
Linktriforcezelda,0,0,0,0,0,1,0,0,0,1,0,0,1
Index card,0,0,0,0,0,1,1,0,0,1,0,0,1
WPGA2345,1,1,1,1,1,1,1,1,1,1,1,0,0
Lemki,0,0,1,0,0,0,0,0,1,0,0,1,0
Sahilflt,1,1,0,0,0,0,0,0,1,0,0,1,0
Barnutskaloy,0,0,0,1,1,1,1,0,0,1,0,0,1
JARDKAP,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexican jews are cool,0,0,0,0,0,1,0,0,0,1,0,0,1
Lukeasdf,0,0,0,1,0,0,0,0,0,1,0,0,1
Tekay99,0,0,0,1,1,0,0,0,0,1,0,0,1
Jaggu240,0,0,0,0,0,0,0,0,0,0,0,1,0
Bharti sharma nsd alumnus 1987,1,1,1,0,0,1,1,0,1,1,0,1,0
Mr.Tapp69,0,0,0,1,1,1,1,0,0,1,0,0,1
Champions13,0,0,0,1,1,1,1,0,0,1,1,0,1
MaranetteD,0,0,0,0,0,0,0,0,0,0,0,1,1
Jackmccarthy23,0,0,0,0,0,1,0,0,0,1,0,0,1
Dreamboydeepak,0,0,1,0,0,0,0,0,1,0,0,1,0
JAYAKANTHAN14,1,1,1,0,0,0,1,0,1,0,0,1,0
Harris Aggarwal,1,1,1,1,1,1,1,0,1,1,0,1,0
ImmersionHeaterGuru,0,0,1,1,1,1,1,0,1,1,1,1,0
Katelyn.rykal,1,1,1,0,0,1,1,0,1,1,0,1,0
ProbablyJustAMisPrint,1,0,0,0,0,0,0,0,1,0,0,0,1
Steazz,0,0,1,1,1,1,1,0,1,1,1,0,0
Tasinalif,1,1,0,0,0,0,0,0,1,0,0,1,0
ComradeBiologist,0,0,0,0,0,0,0,0,0,0,0,1,0
JacobiJonesJr,1,1,1,1,1,1,1,1,1,1,1,0,0
Tholiverar1993,0,1,0,0,0,0,0,0,1,0,0,1,0
Deadly141,0,0,1,0,0,0,1,0,1,0,0,1,0
Soccermeganhos,1,0,0,1,1,1,1,0,1,1,0,0,0
Ernstpollak,0,0,0,0,1,1,0,0,0,1,0,0,0
Cemaltibas,1,0,1,0,0,0,0,0,1,0,0,1,0
Pournami12,0,0,0,0,0,1,0,0,0,1,0,1,0
Oliviajordan1998,0,0,1,0,0,0,1,0,1,0,0,0,0
Bob hi am,0,0,0,0,0,0,0,0,0,0,0,0,1
KiddYoungBIO,0,0,1,0,0,0,1,0,1,0,0,1,0
Benlederman,0,0,0,0,0,0,0,0,0,0,0,0,1
RobertKintigh,0,1,1,0,0,0,1,0,1,0,0,1,0
Jessie.duan,0,0,0,0,0,0,0,0,0,0,0,1,0
Mofo699,0,0,0,0,0,1,0,0,0,1,0,0,1
BooBoo123123123,0,0,0,1,0,1,0,0,0,1,0,1,1
Pyropes,1,0,0,1,0,1,0,0,1,1,1,1,0
Celine Hajjar,0,0,0,1,1,1,1,0,0,1,0,1,0
Super Koopa Trooper,0,0,1,1,1,1,1,0,1,1,0,0,1
Angy Rivera,0,0,0,0,0,0,0,0,0,0,0,1,0
LuckDaBoss,0,0,0,0,0,0,0,0,0,0,0,0,0
Bardbom,1,1,1,1,1,1,1,0,1,1,1,0,0
Coolaidan6,0,0,0,1,1,1,1,0,0,1,1,0,1
Ubernoob103,0,0,0,0,0,1,1,0,0,1,0,0,1
Christie4321,0,0,1,1,0,1,1,0,1,1,0,0,1
TurtleTom1096,0,0,0,0,0,1,1,0,0,1,0,0,1
Somepersonyouknow,0,0,0,1,1,1,1,0,0,1,0,1,0
UTfan not Texas,1,0,1,0,0,0,0,0,1,0,0,0,0
Niallsinstinct,0,0,0,1,0,1,0,0,0,1,0,0,1
Player2626,0,0,0,0,0,0,0,0,0,0,0,0,1
Morgan Yucel,0,1,1,0,0,0,1,0,1,0,0,0,0
Skully09,0,1,0,0,0,0,0,0,1,0,0,1,0
